so1;v1;so0;v0;vc0;so2;vdiff;vc2;p2;vc1;p1;p0;v2;pra1;pra2;pdiff;pra0;
0.0;8594.55979038963;0.0;7162.133158658038;68.0;0.0;1.0809852633095016;48.0;94.99999999999991;43.0;87.0;121.0;7742.160398369671;1.05;1.1214285714285714;0.785123966942148;1.3714285714285714;
0.0;5401.553790866628;0.0;4501.294825722183;106.0;0.0;1.0000000000000009;103.0;212.0;94.0;193.0;221.0;4501.294825722187;1.59375;1.69375;0.9592760180995475;1.7375;
0.0;2278.971633024104;0.0;1899.143027520071;128.0;0.0;1.002045488719121;58.0;101.00000000000003;51.0;92.0;214.0;1903.0277031588607;0.8529411764705882;0.9176470588235294;0.47196261682243;1.8588235294117648;
0.0;1536.1850527222791;0.0;1401.9587380436096;97.0;0.0;1.0019430205906275;42.0;99.0;38.0;90.0;207.0;1404.6827727388384;0.8333333333333334;0.88;0.4782608695652174;1.72;
0.0;198.2525641319478;0.0;165.21047010997177;92.0;0.0;1.0000000000000027;18.0;53.0;14.0;49.0;220.0;165.21047010997222;0.4785714285714286;0.5071428571428571;0.2409090909090909;1.7;
0.0;1737.2906265272454;0.0;1447.7421887726882;94.0;0.0;1.0000000000000016;39.0;93.99999999999795;34.0;86.0;201.0;1447.7421887726905;0.74;0.8;0.4676616915422784;1.6666666666666667;
0.0;11824.52991146454;0.0;9853.774926220449;103.0;0.0;1.0796727042140615;71.0;166.0;62.0;151.0;235.0;10638.851821309147;1.25625;1.3625;0.7063829787234043;1.73125;
0.0;3037.20776467544;0.0;2531.0064705628715;92.0;0.0;1.0169097896996575;23.0;63.0;19.0;58.0;196.0;2573.8052577085623;0.5466666666666666;0.5866666666666667;0.32142857142857145;1.6066666666666667;
0.0;1336.5403819992416;0.0;1113.7836516660427;80.0;0.0;1.0082555993765185;27.0;71.0;23.0;65.0;172.0;1122.9786032863135;0.6571428571428571;0.7142857142857143;0.4127906976744186;1.457142857142857;
0.0;8110.795978348146;0.0;6758.996648623446;102.0;0.0;1.1336631025625719;68.0;155.0;60.0;141.0;225.0;7662.425110888482;1.1866666666666668;1.2666666666666666;0.6888888888888889;1.64;
0.0;3677.1918150854317;0.0;3064.3265125711773;131.0;0.0;1.0790166347995092;87.0;196.0;81.0;179.0;285.0;3306.4592815214673;1.1588235294117648;1.2294117647058824;0.6877192982456141;1.6588235294117648;
0.0;6331.676030289329;0.0;5276.396691907759;91.0;0.0;1.0776236775553203;45.0;97.0;39.0;89.0;175.0;5685.970007374366;0.82;0.8866666666666667;0.5542857142857143;1.4133333333333333;
