so1;v1;so0;v0;vc0;so2;vdiff;vc2;p2;vc1;p1;p0;v2;vcrel1;vcrel0;vcrel2;pra1;pra2;pdiff;pra0;
0.0;2837.856041009099;0.0;2364.8800341742462;145.0;0.0;1.0423670865925694;67.0;156.00000000000003;51.0;120.0;321.0;2465.073111363145;0.18888888888888888;0.5370370370370371;0.24814814814814815;3.9019607843137254;3.388059701492537;0.48598130841121506;2.924137931034483;
0.0;3738.3451391232043;0.0;3115.2876159360017;170.0;0.0;1.0023855211616157;102.0;213.0;74.0;164.0;359.0;3122.719200468336;0.25517241379310346;0.5862068965517241;0.35172413793103446;3.891891891891892;3.2450980392156863;0.5933147632311978;2.888235294117647;
0.0;2498.689124246597;0.0;2082.240936872163;174.0;0.0;1.0000000000000018;95.0;176.0;69.0;136.0;322.0;2082.2409368721665;0.23793103448275862;0.6;0.3275862068965517;3.4057971014492754;2.9894736842105263;0.546583850931677;2.8333333333333335;
0.0;3530.7009314661755;0.0;2942.2507762218183;221.0;0.0;0.9999999999999997;121.0;234.0;90.0;180.0;442.0;2942.2507762218174;0.2903225806451613;0.7129032258064516;0.3903225806451613;3.0;2.7107438016528924;0.5294117647058824;2.48868778280543;
0.0;8056.645112635433;0.0;6713.870927196197;227.0;0.0;1.0344665811473932;98.0;215.00000000000009;75.0;166.0;454.0;6945.2751043215285;0.24193548387096775;0.7322580645161291;0.3161290322580645;3.3066666666666666;3.061224489795918;0.4735682819383262;2.4713656387665197;
0.0;9365.398393469199;0.0;7804.498661224329;156.0;0.0;1.002545481173939;92.0;182.0;71.0;140.0;308.0000000000003;7824.364865638508;0.25357142857142856;0.5571428571428572;0.32857142857142857;3.3380281690140845;2.9782608695652173;0.5909090909090904;2.673076923076923;
0.0;2849.4541185339654;0.0;2374.5450987783065;151.0;0.0;1.000429149464326;58.0;123.0;42.0;94.99999999999999;288.0;2375.5641335354653;0.15;0.5392857142857143;0.20714285714285716;4.190476190476191;3.5172413793103448;0.4270833333333333;2.6754966887417218;
0.0;1737.3816147868147;0.0;1447.8180123223392;199.0;0.0;1.0000000000000075;84.0;170.0;64.0;132.0000000000001;396.0000000000005;1447.8180123223501;0.21333333333333335;0.6633333333333333;0.28;3.40625;3.1547619047619047;0.4292929292929287;2.5376884422110555;
0.0;626.7827871598622;0.0;522.3189892998746;145.0;0.0;0.9999999999999982;64.0;136.0;44.0;105.00000000000287;316.00000000000006;522.3189892998737;0.16296296296296298;0.5370370370370371;0.23703703703703705;4.545454545454546;3.640625;0.43037974683544294;2.986206896551724;
0.0;5692.402700985903;0.0;4743.668917488251;191.0;0.0;1.0015521191850276;77.0;182.0;58.0;140.0;421.0;4751.031657022504;0.19333333333333333;0.6366666666666667;0.25666666666666665;3.6724137931034484;3.220779220779221;0.4323040380047506;2.356020942408377;
0.0;6523.664213758358;0.0;5436.386844798632;117.0;0.0;1.0172823334463266;52.0;125.99999999999999;39.0;97.0;251.00000000000014;5530.340294993665;0.15;0.45;0.2;4.589743589743589;3.8653846153846154;0.5019920318725096;2.965811965811966;
0.0;433.6138777984511;0.0;361.3448981653628;131.0;0.0;0.9999999999999974;46.0;111.00000000000001;34.0;86.00000000000024;272.0;361.3448981653619;0.1259259259259259;0.48518518518518516;0.17037037037037037;5.235294117647059;4.413043478260869;0.4080882352941177;3.145038167938931;
0.0;248.1700896556231;0.0;206.80840804635227;193.0;0.0;1.0000000000000089;67.0;149.0;50.0;115.0;396.0;206.8084080463541;0.16666666666666666;0.6433333333333333;0.22333333333333333;3.9;3.343283582089552;0.37626262626262624;2.5544041450777204;
0.0;5472.15073156352;0.0;4560.125609636268;204.0;0.0;1.0000000000000009;91.0;197.0;68.0;152.0;430.0;4560.125609636271;0.22666666666666666;0.68;0.30333333333333334;3.3676470588235294;3.043956043956044;0.45813953488372094;2.696078431372549;
0.0;1630.5205297169787;0.0;1358.767108097486;201.0;0.0;1.000000000000002;137.0;276.0;101.0;213.0;394.0;1358.7671080974887;0.33666666666666667;0.67;0.45666666666666667;3.722772277227723;3.2627737226277373;0.700507614213198;2.756218905472637;
0.0;3280.9325682285958;0.0;2734.1104735238305;202.0;0.0;1.0058965252913403;85.0;182.0;61.0;140.0;402.0;2750.232225080282;0.20333333333333334;0.6733333333333333;0.2833333333333333;3.5901639344262297;3.070588235294118;0.4527363184079602;2.5297029702970297;
;;;;;;;;;;;;;;;;;;;;
